id,text,theme,word_count,source
james_22,"“I was placed in a narrow cell, and it seemed as though all the demons that could find room came in that place with me. This was not all the company I had, either. No, praise the Lord; that dear Spirit that came to me in the saloon was present, and said, Pray. I did pray, and though I did not feel any great help, I kept on praying. As soon as I was able to leave my cell I was taken to the police court and remanded back to the cell. I was finally released, and found my way to my brother’s house, where every care was given me. While lying in bed the admonishing Spirit never left me, and when I arose the following Sabbath morning I felt that day would decide my fate, and toward evening it came into my head to go to Jerry M’Auley’s Mission. I went. The house was packed, and with great difficulty I made my way to the space near the platform. There I saw the apostle to the drunkard and the outcast—that man of God, Jerry M’Auley. He rose, and amid deep silence told his experience. There was a sincerity about this man that carried conviction with it, and I found myself saying, ‘I wonder if God can save _me_?’ I listened to the testimony of twentyfive or thirty persons, every one of whom had been saved from rum, and I made up my mind that I would be saved or die right there. When the invitation was given, I knelt down with a crowd of drunkards. Jerry made the first prayer. Then Mrs. M’Auley prayed fervently for us. Oh, what a conflict was going on for my poor soul! A blessed whisper said, ‘Come’; the devil said, ‘Be careful.’ I halted but a moment, and then, with a breaking heart, I said, ‘Dear Jesus, can you help me?’ Never with mortal tongue can I describe that moment. Although up to that moment my soul had been filled with indescribable gloom, I felt the glorious brightness of the noonday sun shine into my heart. I felt I was a free man. Oh, the precious feeling of safety, of freedom, of resting on Jesus! I felt that Christ with all his brightness and power had come into my life; that, indeed, old things had passed away and all things had become new.",conversion,400,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_23,"“One morning, while I was walking in a solitary place as usual, I at once saw that all my contrivances and projects to effect or procure deliverance and salvation for myself were utterly in vain; I was brought quite to a stand, as finding myself totally lost. I saw that it was forever impossible for me to do anything towards helping or delivering myself, that I had made all the pleas I ever could have made to all eternity; and that all my pleas were vain, for I saw that selfinterest had led me to pray, and that I had never once prayed from any respect to the glory of God. I saw that there was no necessary connection between my prayers and the bestowment of divine mercy; that they laid not the least obligation upon God to bestow his grace upon me; and that there was no more virtue or goodness in them than there would be in my paddling with my hand in the water. I saw that I had been heaping up my devotions before God, fasting, praying, etc., pretending, and indeed really thinking sometimes that I was aiming at the glory of God; whereas I never once truly intended it, but only my own happiness. I saw that as I had never done anything for God, I had no claim on anything from him but perdition, on account of my hypocrisy and mockery. When I saw evidently that I had regard to nothing but selfinterest, then my duties appeared a vile mockery and a continual course of lies, for the whole was nothing but selfworship, and an horrid abuse of God.",conversion,275,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_24,"“I continued, as I remember, in this state of mind, from Friday morning till the Sabbath evening following (July 12, 1739), when I was walking again in the same solitary place. Here, in a mournful melancholy state _I was attempting to pray; but found no heart to engage in that or any other duty; my former concern, exercise, and religious affections were now gone. I thought that the Spirit of God had quite left me; but still was not distressed; yet disconsolate, as if there was nothing in heaven or earth could make me happy. Having been thus endeavoring to pray—though, as I thought, very stupid and senseless_—for near half an hour; then, as I was walking in a thick grove, unspeakable glory seemed to open to the apprehension of my soul. I do not mean any external brightness, nor any imagination of a body of light, but it was a new inward apprehension or view that I had of God, such as I never had before, nor anything which had the least resemblance to it. I had no particular apprehension of any one person in the Trinity, either the Father, the Son, or the Holy Ghost; but it appeared to be Divine glory. My soul rejoiced with joy unspeakable, to see such a God, such a glorious Divine Being; and I was inwardly pleased and satisfied that he should be God over all for ever and ever. My soul was so captivated and delighted with the excellency of God that I was even swallowed up in him; at least to that degree that I had no thought about my own salvation, and scarce reflected that there was such a creature as myself. I continued in this state of inward joy, peace, and astonishing, till near dark without any sensible abatement; and then began to think and examine what I had seen; and felt sweetly composed in my mind all the evening following. I felt myself in a new world, and everything about me appeared with a different aspect from what it was wont to do. At this time, the way of salvation opened to me with such infinite wisdom, suitableness, and excellency, that I wondered I should ever think of any other way of salvation; was amazed that I had not dropped my own contrivances, and complied with this lovely, blessed, and excellent way before. If I could have been saved by my own duties or any other way that I had formerly contrived, my whole soul would now have refused it. I wondered that all the world did not see and comply with this way of salvation, entirely by the righteousness of Christ.”(116)",conversion,445,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_25,"“These discoveries continued until I went into the house and sat down. After I sat down, being all in confusion, like a drowning man that was just giving up to sink, and almost in an agony, I turned very suddenly round in my chair, and seeing part of an old Bible lying in one of the chairs, I caught hold of it in great haste; and opening it without any premeditation, cast my eyes on the 38th Psalm, which was the first time I ever saw the word of God: it took hold of me with such power that it seemed to go through my whole soul, so that it seemed as if God was praying in, with, and for me. About this time my father called the family to attend prayers; I attended, but paid no regard to what he said in his prayer, but continued praying in those words of the Psalm. Oh, help me, help me! cried I, thou Redeemer of souls, and save me, or I am gone forever; thou canst this night, if thou pleasest, with one drop of thy blood atone for my sins, and appease the wrath of an angry God. At that instant of time when I gave all up to him to do with me as he pleased, and was willing that God should rule over me at his pleasure, redeeming love broke into my soul with repeated scriptures, with such power that my whole soul seemed to be melted down with love; the burden of guilt and condemnation was gone, darkness was expelled, my heart humbled and filled with gratitude, and my whole soul, that was a few minutes ago groaning under mountains of death, and crying to an unknown God for help, was now filled with immortal love, soaring on the wings of faith, freed from the chains of death and darkness, and crying out, My Lord and my God; thou art my rock and my fortress, my shield and my high tower, my life, my joy, my present and my everlasting portion. Looking up, I thought I saw that same light [he had on more than one previous occasion seen subjectively a bright blaze of light], though it appeared different; and as soon as I saw it, the design was opened to me, according to his promise, and I was obliged to cry out: Enough, enough, O blessed God! The work of conversion, the change, and the manifestations of it are no more disputable than that light which I see, or anything that ever I saw.",conversion,428,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_26,"“I was converted in my own bedroom in my father’s rectory house at precisely three o’clock in the afternoon of a hot July day (July 13, 1886). I was in perfect health, having been off from the drink for nearly a month. I was in no way troubled about my soul. In fact, God was not in my thoughts that day. A young lady friend sent me a copy of Professor Drummond’s Natural Law in the Spiritual World, asking me my opinion of it as a literary work only. Being proud of my critical talents and wishing to enhance myself in my new friend’s esteem, I took the book to my bedroom for quiet, intending to give it a thorough study, and then write her what I thought of it. It was here that God met me face to face, and I shall never forget the meeting. ‘He that hath the Son hath life eternal, he that hath not the Son hath not life.’ I had read this scores of times before, but this made all the difference. I was now in God’s presence and my attention was absolutely ‘soldered’ on to this verse, and I was not allowed to proceed with the book till I had fairly considered what these words really involved. Only then was I allowed to proceed, feeling all the while that there was another being in my bedroom, though not seen by me. The stillness was very marvelous, and I felt supremely happy. It was most unquestionably shown me, in one second of time, that I had never touched the Eternal: and that if I died then, I must inevitably be lost. I was undone. I knew it as well as I now know I am saved. The Spirit of God showed it me in ineffable love; there was no terror in it; I felt God’s love so powerfully upon me that only a mighty sorrow crept over me that I had lost all through my own folly; and what was I to do? What could I do? I did not repent even; God never asked me to repent. All I felt was ‘I am undone,’ and God cannot help it, although he loves me. No fault on the part of the Almighty. All the time I was supremely happy: I felt like a little child before his father. I had done wrong, but my Father did not scold me, but loved me most wondrously. Still my doom was sealed. I was lost to a certainty, and being naturally of a brave disposition I did not quail under it, but deep sorrow for the past, mixed with regret for what I had lost, took hold upon me, and my soul thrilled within me to think it was all over. Then there crept in upon me so gently, so lovingly, so unmistakably, a way of escape, and what was it after all? The old, old story over again, told in the simplest way: ‘There is no name under heaven whereby ye can be saved except that of the Lord Jesus Christ.’ No words were spoken to me; my soul seemed to see my Saviour in the spirit, and from that hour to this, nearly nine years now, there has never been in my life one doubt that the Lord Jesus Christ and God the Father both worked upon me that afternoon in July, both differently, and both in the most perfect love conceivable, and I rejoiced there and then in a conversion so astounding that the whole village heard of it in less than twentyfour hours.",conversion,600,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_27,"“But a time of trouble was yet to come. The day after my conversion I went into the hayfield to lend a hand with the harvest, and not having made any promise to God to abstain or drink in moderation only, I took too much and came home drunk. My poor sister was heartbroken; and I felt ashamed of myself and got to my bedroom at once, where she followed me, weeping copiously. She said I had been converted and fallen away instantly. But although I was quite full of drink (not muddled, however), I knew that God’s work begun in me was not going to be wasted. About midday I made on my knees the first prayer before God for twenty years. I did not ask to be forgiven; I felt that was no good, for I would be sure to fall again. Well, what did I do? I committed myself to him in the profoundest belief that my individuality was going to be destroyed, that he would take all from me, and I was willing. In such a surrender lies the secret of a holy life. From that hour drink has had no terrors for me: I never touch it, never want it. The same thing occurred with my pipe: after being a regular smoker from my twelfth year the desire for it went at once, and has never returned. So with every known sin, the deliverance in each case being permanent and complete. I have had no temptation since conversion, God seemingly having shut out Satan from that course with me. He gets a free hand in other ways, but never on sins of the flesh. Since I gave up to God all ownership in my own life, he has guided me in a thousand ways, and has opened my path in a way almost incredible to those who do not enjoy the blessing of a truly surrendered life.”",relapse,322,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_28,"“I came out as from a sepulchre, from an abyss of darkness; and I was living, perfectly living. But I wept, for at the bottom of that gulf I saw the extreme of misery from which I had been saved by an infinite mercy; and I shuddered at the sight of my iniquities, stupefied, melted, overwhelmed with wonder and with gratitude. You may ask me how I came to this new insight, for truly I had never opened a book of religion nor even read a single page of the Bible, and the dogma of original sin is either entirely denied or forgotten by the Hebrews of today, so that I had thought so little about it that I doubt whether I ever knew its name. But how came I, then, to this perception of it? I can answer nothing save this, that on entering that church I was in darkness altogether, and on coming out of it I saw the fullness of the light. I can explain the change no better than by the simile of a profound sleep or the analogy of one born blind who should suddenly open his eyes to the day. He sees, but cannot define the light which bathes him and by means of which he sees the objects which excite his wonder. If we cannot explain physical light, how can we explain the light which is the truth itself? And I think I remain within the limits of veracity when I say that without having any knowledge of the letter of religious doctrine, I now intuitively perceived its sense and spirit. Better than if I saw them, I _felt_ those hidden things; I felt them by the inexplicable effects they produced in me. It all happened in my interior mind; and those impressions, more rapid than thought, shook my soul, revolved and turned it, as it were, in another direction, towards other aims, by other paths. I express myself badly. But do you wish, Lord, that I should inclose in poor and barren words sentiments which the heart alone can understand?”",conversion,348,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_29,"“My sadness,” he says, “was without limit, and having got entire possession of me, it filled my life from the most indifferent external acts to the most secret thoughts, and corrupted at their source my feelings, my judgment, and my happiness. It was then that I saw that to expect to put a stop to this disorder by my reason and my will, which were themselves diseased, would be to act like a blind man who should pretend to correct one of his eyes by the aid of the other equally blind one. I had then no resource save in _some influence from without_. I remembered the promise of the Holy Ghost; and what the positive declarations of the Gospel had never succeeded in bringing home to me, I learned at last from necessity, and believed, for the first time in my life, in this promise, in the only sense in which it answered the needs of my soul, in that, namely, of a real external supernatural action, capable of giving me thoughts, and taking them away from me, and exerted on me by a God as truly master of my heart as he is of the rest of nature. Renouncing then all merit, all strength, abandoning all my personal resources, and acknowledging no other title to his mercy than my own utter misery, I went home and threw myself on my knees, and prayed as I never yet prayed in my life. From this day onwards a new interior life began for me: not that my melancholy had disappeared, but it had lost its sting. Hope had entered into my heart, and once entered on the path, the God of Jesus Christ, to whom I then had learned to give myself up, little by little did the rest.”(129)",depression,299,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_30,"“God,” says Luther, “is the God of the humble, the miserable, the oppressed, and the desperate, and of those that are brought even to nothing; and his nature is to give sight to the blind, to comfort the brokenhearted, to justify sinners, to save the very desperate and damned. Now that pernicious and pestilent opinion of man’s own righteousness, which will not be a sinner, unclean, miserable, and damnable, but righteous and holy, suffereth not God to come to his own natural and proper work. Therefore God must take this maul in hand (the law, I mean) to beat in pieces and bring to nothing this beast with her vain confidence, that she may so learn at length by her own misery that she is utterly forlorn and damned. But here lieth the difficulty, that when a man is terrified and cast down, he is so little able to raise himself up again and say, ‘Now I am bruised and afflicted enough; now is the time of grace; now is the time to hear Christ.’ The foolishness of man’s heart is so great that then he rather seeketh to himself more laws to satisfy his conscience. ‘If I live,’ saith he, ‘I will amend my life: I will do this, I will do that.’ But here, except thou do the quite contrary, except thou send Moses away with his law, and in these terrors and this anguish lay hold upon Christ who died for thy sins, look for no salvation. Thy cowl, thy shaven crown, thy chastity, thy obedience, thy poverty, thy works, thy merits? what shall all these do? what shall the law of Moses avail? If I, wretched and damnable sinner, through works or merits could have loved the Son of God, and so come to him, what needed he to deliver himself for me? If I, being a wretch and damned sinner, could be redeemed by any other price, what needed the Son of God to be given? But because there was no other price, therefore he delivered neither sheep, ox, gold, nor silver, but even God himself, entirely and wholly ‘for me,’ even ‘for me,’ I say, a miserable, wretched sinner. Now, therefore, I take comfort and apply this to _myself_. And this manner of applying is the very true force and power of faith. For he died _not_ to justify the righteous, but the _un_righteous, and to make _them_ the children of God.”(130)",despair,408,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_31,"“I know not how I got back into the encampment, but found myself staggering up to Rev. ——’s Holiness tent—and as it was full of seekers and a terrible noise inside, some groaning, some laughing, and some shouting, and by a large oak, ten feet from the tent, I fell on my face by a bench, and tried to pray, and every time I would call on God, something like a man’s hand would strangle me by choking. I don’t know whether there were any one around or near me or not. I thought I should surely die if I did not get help, but just as often as I would pray, that unseen hand was felt on my throat and my breath squeezed off. Finally something said: ‘Venture on the atonement, for you will die anyway if you don’t.’ So I made one final struggle to call on God for mercy, with the same choking and strangling, determined to finish the sentence of prayer for Mercy, if I did strangle and die, and the last I remember that time was falling back on the ground with the same unseen hand on my throat. I don’t know how long I lay there or what was going on. None of my folks were present. When I came to myself, there were a crowd around me praising God. The very heavens seemed to open and pour down rays of light and glory. Not for a moment only, but all day and night, floods of light and glory seemed to pour through my soul, and oh, how I was changed, and everything became new. My horses and hogs and even everybody seemed changed.”",revival,280,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_32,"“All my feelings seemed to rise and flow out; and the utterance of my heart was, ‘I want to pour my whole soul out to God.’ The rising of my soul was so great that I rushed into the back room of the front office, to pray. There was no fire and no light in the room; nevertheless it appeared to me as if it were perfectly light. As I went in and shut the door after me, it seemed as if I met the Lord Jesus Christ face to face. It did not occur to me then, nor did it for some time afterwards, that it was wholly a mental state. On the contrary, it seemed to me that I saw him as I would see any other man. He said nothing, but looked at me in such a manner as to break me right down at his feet. I have always since regarded this as a most remarkable state of mind; for it seemed to me a reality that he stood before me, and I fell down at his feet and poured out my soul to him. I wept aloud like a child, and made such confessions as I could with my choked utterance. It seemed to me that I bathed his feet with my tears; and yet I had no distinct impression that I touched him, that I recollect. I must have continued in this state for a good while; but my mind was too much absorbed with the interview to recollect anything that I said. But I know, as soon as my mind became calm enough to break off from the interview, I returned to the front office, and found that the fire that I had made of large wood was nearly burned out. But as I turned and was about to take a seat by the fire, I received a mighty baptism of the Holy Ghost. Without any expectation of it, without ever having the thought in my mind that there was any such thing for me, without any recollection that I had ever heard the thing mentioned by any person in the world, the Holy Spirit descended upon me in a manner that seemed to go through me, body and soul. I could feel the impression, like a wave of electricity, going through and through me. Indeed, it seemed to come in waves and waves of liquid love; for I could not express it in any other way. It seemed like the very breath of God. I can recollect distinctly that it seemed to fan me, like immense wings.",prayer,435,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_33,"“Last night,” Mrs. Edwards writes, “was the sweetest night I ever had in my life. I never before, for so long a time together, enjoyed so much of the light and rest and sweetness of heaven in my soul, but without the least agitation of body during the whole time. Part of the night I lay awake, sometimes asleep, and sometimes between sleeping and waking. But all night I continued in a constant, clear, and lively sense of the heavenly sweetness of Christ’s excellent love, of his nearness to me, and of my dearness to him; with an inexpressibly sweet calmness of soul in an entire rest in him. I seemed to myself to perceive a glow of divine love come down from the heart of Christ in heaven into my heart in a constant stream, like a stream or pencil of sweet light. At the same time my heart and soul all flowed out in love to Christ, so that there seemed to be a constant flowing and reflowing of heavenly love, and I appeared to myself to float or swim, in these bright, sweet beams, like the motes swimming in the beams of the sun, or the streams of his light which come in at the window. I think that what I felt each minute was worth more than all the outward comfort and pleasure which I had enjoyed in my whole life put together. It was pleasure, without the least sting, or any interruption. It was a sweetness, which my soul was lost in; it seemed to be all that my feeble frame could sustain. There was but little difference, whether I was asleep or awake, but if there was any difference, the sweetness was greatest while I was asleep.(158) As I awoke early the next morning, it seemed to me that I had entirely done with myself. I felt that the opinions of the world concerning me were nothing, and that I had no more to do with any outward interest of my own than with that of a person whom I never saw. The glory of God seemed to swallow up every wish and desire of my heart.... After retiring to rest and sleeping a little while, I awoke, and was led to reflect on God’s mercy to me, in giving me, for many years, a willingness to die; and after that, in making me willing to live, that I might do and suffer whatever he called me to here. I also thought how God had graciously given me an entire resignation to his will, with respect to the kind and manner of death that I should die; having been made willing to die on the rack, or at the stake, and if it were God’s will, to die in darkness. But now it occurred to me, I used to think of living no longer than to the ordinary age of man. Upon this I was led to ask myself, whether I was not willing to be kept out of heaven even longer; and my whole heart seemed immediately to reply: Yes, a thousand years, and a thousand in horror, if it be most for the honor of God, the torment of my body being so great, awful, and overwhelming that none could bear to live in the country where the spectacle was seen, and the torment of my mind being vastly greater. And it seemed to me that I found a perfect willingness, quietness, and alacrity of soul in consenting that it should be so, if it were most for the glory of God, so that there was no hesitation, doubt, or darkness in my mind. The glory of God seemed to overcome me and swallow me up, and every conceivable suffering, and everything that was terrible to my nature, seemed to shrink to nothing before it. This resignation continued in its clearness and brightness the rest of the night, and all the next day, and the night following, and on Monday in the forenoon, without interruption or abatement.”(159)",mystical,675,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_34,"“When the Lord sent me into the world,” says Fox in his Journal, “he forbade me to put off my hat to any, high or low: and I was required to ‘thee’ and ‘thou’ all men and women, without any respect to rich or poor, great or small. And as I traveled up and down, I was not to bid people Goodmorning, or Goodevening, neither might I bow or scrape with my leg to any one. This made the sects and professions rage. Oh! the rage that was in the priests, magistrates, professors, and people of all sorts: and especially in priests and professors: for though ‘thou’ to a single person was according to their accidence and grammar rules, and according to the Bible, yet they could not bear to hear it: and because I could not put off my hat to them, it set them all into a rage.... Oh! the scorn, heat, and fury that arose! Oh! the blows, punchings, beatings, and imprisonments that we underwent for not putting off our hats to men! Some had their hats violently plucked off and thrown away, so that they quite lost them. The bad language and evil usage we received on this account is hard to be expressed, besides the danger we were sometimes in of losing our lives for this matter, and that by the great professors of Christianity, who thereby discovered they were not true believers. And though it was but a small thing in the eye of man, yet a wonderful confusion it brought among all professors and priests: but, blessed be the Lord, many came to see the vanity of that custom of putting off hats to men, and felt the weight of Truth’s testimony against it.”",asceticism,291,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_35,"“He was in his youth of a temperament full of fire and life; and when this began to make itself felt, it was very grievous to him; and he sought by many devices how he might bring his body into subjection. He wore for a long time a hair shirt and an iron chain, until the blood ran from him, so that he was obliged to leave them off. He secretly caused an undergarment to be made for him; and in the undergarment he had strips of leather fixed, into which a hundred and fifty brass nails, pointed and filed sharp, were driven, and the points of the nails were always turned towards the flesh. He had this garment made very tight, and so arranged as to go round him and fasten in front, in order that it might fit the closer to his body, and the pointed nails might be driven into his flesh; and it was high enough to reach upwards to his navel. In this he used to sleep at night. Now in summer, when it was hot, and he was very tired and ill from his journeyings, or when he held the office of lecturer, he would sometimes, as he lay thus in bonds, and oppressed with toil, and tormented also by noxious insects, cry aloud and give way to fretfulness, and twist round and round in agony, as a worm does when run through with a pointed needle. It often seemed to him as if he were lying upon an anthill, from the torture caused by the insects; for if he wished to sleep, or when he had fallen asleep, they vied with one another.(182) Sometimes he cried to Almighty God in the fullness of his heart: Alas! Gentle God, what a dying is this! When a man is killed by murderers or strong beasts of prey it is soon over; but I lie dying here under the cruel insects, and yet cannot die. The nights in winter were never so long, nor was the summer so hot, as to make him leave off this exercise. On the contrary, he devised something farther—two leathern loops into which he put his hands, and fastened one on each side his throat, and made the fastenings so secure that even if his cell had been on fire about him, he could not have helped himself. This he continued until his hands and arms had become almost tremulous with the strain, and then he devised something else: two leather gloves; and he caused a brazier to fit them all over with sharppointed brass tacks, and he used to put them on at night, in order that if he should try while asleep to throw off the hair undergarment, or relieve himself from the gnawings of the vile insects, the tacks might then stick into his body. And so it came to pass. If ever he sought to help himself with his hands in his sleep, he drove the sharp tacks into his breast, and tore himself, so that his flesh festered. When after many weeks the wounds had healed, he tore himself again and made fresh wounds.",asceticism,528,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_36,"“Suddenly,” writes Symonds, “at church, or in company, or when I was reading, and always, I think, when my muscles were at rest, I felt the approach of the mood. Irresistibly it took possession of my mind and will, lasted what seemed an eternity, and disappeared in a series of rapid sensations which resembled the awakening from anæsthetic influence. One reason why I disliked this kind of trance was that I could not describe it to myself. I cannot even now find words to render it intelligible. It consisted in a gradual but swiftly progressive obliteration of space, time, sensation, and the multitudinous factors of experience which seem to qualify what we are pleased to call our Self. In proportion as these conditions of ordinary consciousness were subtracted, the sense of an underlying or essential consciousness acquired intensity. At last nothing remained but a pure, absolute, abstract Self. The universe became without form and void of content. But Self persisted, formidable in its vivid keenness, feeling the most poignant doubt about reality, ready, as it seemed, to find existence break as breaks a bubble round about it. And what then? The apprehension of a coming dissolution, the grim conviction that this state was the last state of the conscious Self, the sense that I had followed the last thread of being to the verge of the abyss, and had arrived at demonstration of eternal Maya or illusion, stirred or seemed to stir me up again. The return to ordinary conditions of sentient existence began by my first recovering the power of touch, and then by the gradual though rapid influx of familiar impressions and diurnal interests. At last I felt myself once more a human being; and though the riddle of what is meant by life remained unsolved, I was thankful for this return from the abyss—this deliverance from so awful an initiation into the mysteries of skepticism.",mystical,318,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_37,"“After the choking and stifling had passed away, I seemed at first in a state of utter blankness; then came flashes of intense light, alternating with blackness, and with a keen vision of what was going on in the room around me, but no sensation of touch. I thought that I was near death; when, suddenly, my soul became aware of God, who was manifestly dealing with me, handling me, so to speak, in an intense personal present reality. I felt him streaming in like light upon me.... I cannot describe the ecstasy I felt. Then, as I gradually awoke from the influence of the anæsthetics, the old sense of my relation to the world began to return, the new sense of my relation to God began to fade. I suddenly leapt to my feet on the chair where I was sitting, and shrieked out, ‘It is too horrible, it is too horrible, it is too horrible,’ meaning that I could not bear this disillusionment. Then I flung myself on the ground, and at last awoke covered with blood, calling to the two surgeons (who were frightened), ‘Why did you not kill me? Why would you not let me die?’ Only think of it. To have felt for that long dateless ecstasy of vision the very God, in all purity and tenderness and truth and absolute love, and then to find that I had after all had no revelation, but that I had been tricked by the abnormal excitement of my brain.",mystical,252,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_38,"“One brilliant Sunday morning, my wife and boys went to the Unitarian Chapel in Macclesfield. I felt it impossible to accompany them—as though to leave the sunshine on the hills, and go down there to the chapel, would be for the time an act of spiritual suicide. And I felt such need for new inspiration and expansion in my life. So, very reluctantly and sadly, I left my wife and boys to go down into the town, while I went further up into the hills with my stick and my dog. In the loveliness of the morning, and the beauty of the hills and valleys, I soon lost my sense of sadness and regret. For nearly an hour I walked along the road to the ‘Cat and Fiddle,’ and then returned. On the way back, suddenly, without warning, I felt that I was in Heaven—an inward state of peace and joy and assurance indescribably intense, accompanied with a sense of being bathed in a warm glow of light, as though the external condition had brought about the internal effect—a feeling of having passed beyond the body, though the scene around me stood out more clearly and as if nearer to me than before, by reason of the illumination in the midst of which I seemed to be placed. This deep emotion lasted, though with decreasing strength, until I reached home, and for some time after, only gradually passing away.”",mystical,239,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_39,"“I had spent the evening in a great city, with two friends, reading and discussing poetry and philosophy. We parted at midnight. I had a long drive in a hansom to my lodging. My mind, deeply under the influence of the ideas, images, and emotions called up by the reading and talk, was calm and peaceful. I was in a state of quiet, almost passive enjoyment, not actually thinking, but letting ideas, images, and emotions flow of themselves, as it were, through my mind. All at once, without warning of any kind, I found myself wrapped in a flamecolored cloud. For an instant I thought of fire, an immense conflagration somewhere close by in that great city; the next, I knew that the fire was within myself. Directly afterward there came upon me a sense of exultation, of immense joyousness accompanied or immediately followed by an intellectual illumination impossible to describe. Among other things, I did not merely come to believe, but I saw that the universe is not composed of dead matter, but is, on the contrary, a living Presence; I became conscious in myself of eternal life. It was not a conviction that I would have eternal life, but a consciousness that I possessed eternal life then; I saw that all men are immortal; that the cosmic order is such that without any peradventure all things work together for the good of each and all; that the foundation principle of the world, of all the worlds, is what we call love, and that the happiness of each and all is in the long run absolutely certain. The vision lasted a few seconds and was gone; but the memory of it and the sense of the reality of what it taught has remained during the quarter of a century which has since elapsed. I knew that what the vision showed was true. I had attained to a point of view from which I saw that it must be true. That view, that conviction, I may say that consciousness, has never, even during periods of the deepest depression, been lost.”(242)",mystical,350,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_40,"“The Science of the Sufis,” says the Moslem author, “aims at detaching the heart from all that is not God, and at giving to it for sole occupation the meditation of the divine being. Theory being more easy for me than practice, I read [certain books] until I understood all that can be learned by study and hearsay. Then I recognized that what pertains most exclusively to their method is just what no study can grasp, but only transport, ecstasy, and the transformation of the soul. How great, for example, is the difference between knowing the definitions of health, of satiety, with their causes and conditions, and being really healthy or filled. How different to know in what drunkenness consists,—as being a state occasioned by a vapor that rises from the stomach,—and _being_ drunk effectively. Without doubt, the drunken man knows neither the definition of drunkenness nor what makes it interesting for science. Being drunk, he knows nothing; whilst the physician, although not drunk, knows well in what drunkenness consists, and what are its predisposing conditions. Similarly there is a difference between knowing the nature of abstinence, and _being_ abstinent or having one’s soul detached from the world.—Thus I had learned what words could teach of Sufism, but what was left could be learned neither by study nor through the ears, but solely by giving one’s self up to ecstasy and leading a pious life.",spiritual_practice,235,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_41,"“This retreat only increased my desire to live in solitude, and to complete the purification of my heart and fit it for meditation. But the vicissitudes of the times, the affairs of the family, the need of subsistence, changed in some respects my primitive resolve, and interfered with my plans for a purely solitary life. I had never yet found myself completely in ecstasy, save in a few single hours; nevertheless, I kept the hope of attaining this state. Every time that the accidents led me astray, I sought to return; and in this situation I spent ten years. During this solitary state things were revealed to me which it is impossible either to describe or to point out. I recognized for certain that the Sufis are assuredly walking in the path of God. Both in their acts and in their inaction, whether internal or external, they are illumined by the light which proceeds from the prophetic source. The first condition for a Sufi is to purge his heart entirely of all that is not God. The next key of the contemplative life consists in the humble prayers which escape from the fervent soul, and in the meditations on God in which the heart is swallowed up entirely. But in reality this is only the beginning of the Sufi life, the end of Sufism being total absorption in God. The intuitions and all that precede are, so to speak, only the threshold for those who enter. From the beginning, revelations take place in so flagrant a shape that the Sufis see before them, whilst wide awake, the angels and the souls of the prophets. They hear their voices and obtain their favors. Then the transport rises from the perception of forms and figures to a degree which escapes all expression, and which no man may seek to give an account of without his words involving sin.",spiritual_practice,316,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
